Jahr,Monat,Tag,Wochentag,Temperatur(C),Niederschlag(mm/Tag),Bewoelkung(Achtel)
2008,8,28,Do,24.8,0,1
2008,8,29,Fr,24.1,0,0
2008,8,30,Sa,24.5,0,0
2008,8,31,So,28.2,0,2
2008,9,1,Mo,22.8,0,3
2008,9,2,Di,24.6,1.3,2
2008,9,3,Mi,25.9,52.6,4
2008,9,4,Do,16.9,50.7,2
2008,9,5,Fr,22.9,0.1,2
2008,9,6,Sa,14.8,55.8,2
2008,9,7,So,19.3,0.1,1
2008,9,8,Mo,19.9,0,1
2008,9,9,Di,21,0,3
2008,9,10,Mi,23.1,0.4,2
2008,9,11,Do,21.6,6.7,3
2008,9,12,Fr,15.4,14,6
2008,9,13,Sa,13.3,20.8,7
2008,9,14,So,13.7,2.1,6
2008,9,15,Mo,14,0,2
2008,9,16,Di,13.1,0,4
2008,9,17,Mi,14.3,0,3
2008,9,18,Do,15.1,0,4
2008,9,19,Fr,18.7,10,2
2008,9,20,Sa,16.6,0,3
2008,9,21,So,11.2,0,6
2008,9,22,Mo,15,0,3
2008,9,23,Di,13.9,0,4
2008,9,24,Mi,13.8,0,4
2008,9,25,Do,14.6,0,5
2008,9,26,Fr,14.5,0,6
2008,9,27,Sa,13.6,0,3
2008,9,28,So,14.7,0,1
2008,9,29,Mo,18.7,0,2
2008,9,30,Di,16.9,0,3
2008,10,1,Mi,16.3,0,5
2008,10,2,Do,14.4,0.1,4
2008,10,3,Fr,10.2,1.6,6
2008,10,4,Sa,9.8,1,3
2008,10,5,So,13.6,0.3,3
2008,10,6,Mo,16.3,1.7,4
2008,10,7,Di,14.9,0.3,6
2008,10,8,Mi,15.3,5.5,6
2008,10,9,Do,17.9,0,4
2008,10,10,Fr,17.7,0,4
2008,10,11,Sa,15.9,0.1,3
2008,10,12,So,15.1,0.3,4
2008,10,13,Mo,18.6,0.2,2
2008,10,14,Di,19.6,0,2
2008,10,15,Mi,21.2,0,1
2008,10,16,Do,15.9,3.6,5
2008,10,17,Fr,13.9,0,1
2008,10,18,Sa,12.4,0,3
2008,10,19,So,15.5,0.2,2
2008,10,20,Mo,17.3,0,5
2008,10,21,Di,18.2,5.8,4
2008,10,22,Mi,10.3,9.7,5
2008,10,23,Do,8.2,0,7
2008,10,24,Fr,12.1,0,3
2008,10,25,Sa,12.5,0,1
2008,10,26,So,11.9,0,2
2008,10,27,Mo,14.2,5.5,6
2008,10,28,Di,8,18.1,6
2008,10,29,Mi,6,22.6,6
2008,10,30,Do,6.9,4,4
2008,10,31,Fr,6.5,6.2,4
2008,11,1,Sa,7.4,0,5
2008,11,2,So,11.9,0.7,1
2008,11,3,Mo,12.8,0.9,2
2008,11,4,Di,10.4,0.4,6
2008,11,5,Mi,12.3,0,4
2008,11,6,Do,11.8,0,5
2008,11,7,Fr,13.1,0,5
2008,11,8,Sa,12,0.6,3
2008,11,9,So,12.4,0.5,3
2008,11,10,Mo,14.8,0,1
2008,11,11,Di,12.1,14.9,5
2008,11,12,Mi,8.9,1.3,3
2008,11,13,Do,9.8,0,4
2008,11,14,Fr,9.1,0,5
2008,11,15,Sa,8,0,2
2008,11,16,So,7.9,0,3
2008,11,17,Mo,10,0,6
2008,11,18,Di,7.8,4.4,5
2008,11,19,Mi,9.6,0,6
2008,11,20,Do,8.9,0,3
2008,11,21,Fr,8.3,6.9,6
2008,11,22,Sa,2.3,1.9,4
2008,11,23,So,2.9,2.5,4
2008,11,24,Mo,4.4,4.2,5
2008,11,25,Di,5.3,0,3
2008,11,26,Mi,2.9,0,3
2008,11,27,Do,2.8,0,2
2008,11,28,Fr,1.7,0,6
2008,11,29,Sa,4.5,4.3,2
2008,11,30,So,9,0.1,1
2008,12,1,Mo,4.6,0.2,5
2008,12,2,Di,4.8,0.1,3
2008,12,3,Mi,3.4,0.4,4
2008,12,4,Do,5.3,15.2,4
2008,12,5,Fr,7.9,13.7,6
2008,12,6,Sa,7.3,14.9,6
2008,12,7,So,6.3,0.2,4
2008,12,8,Mo,2.5,0,4
2008,12,9,Di,1.2,6.5,4
2008,12,10,Mi,1.2,8.7,7
2008,12,11,Do,1.2,5.7,6
2008,12,12,Fr,2.2,0,5
2008,12,13,Sa,1.3,0,4
2008,12,14,So,0.5,0,6
2008,12,15,Mo,1.1,0,4
2008,12,16,Di,1.5,0,8
2008,12,17,Mi,2.2,0,2
2008,12,18,Do,3.1,0,6
2008,12,19,Fr,4.8,0,5
2008,12,20,Sa,5.7,0,3
2008,12,21,So,7.9,0,4
2008,12,22,Mo,7,0,4
2008,12,23,Di,5.5,0,7
2008,12,24,Mi,4.1,0,8
2008,12,25,Do,3.9,0,7
2008,12,26,Fr,2.1,0,2
2008,12,27,Sa,-0.9,0,7
2008,12,28,So,-0.8,0,6
2008,12,29,Mo,-0.7,0,1
2008,12,30,Di,0.7,12.2,3
2008,12,31,Mi,1,40.3,5
2009,1,1,Do,3.2,0,2
2009,1,2,Fr,0.4,0,8
2009,1,3,Sa,-2,0,8
2009,1,4,So,-2.3,0,6
2009,1,5,Mo,-3.6,0,6
2009,1,6,Di,-2.6,0,7
2009,1,7,Mi,-2.4,0,8
2009,1,8,Do,-3.3,0,8
2009,1,9,Fr,-1.9,0,8
2009,1,10,Sa,-2,0,8
2009,1,11,So,-1.8,0,8
2009,1,12,Mo,-2.9,0,8
2009,1,13,Di,-2.6,0,8
2009,1,14,Mi,-1.6,0,7
2009,1,15,Do,3.5,0,4
2009,1,16,Fr,1,0,5
2009,1,17,Sa,0.1,0,5
2009,1,18,So,4.2,6.5,3
2009,1,19,Mo,7.8,20.1,5
2009,1,20,Di,4.5,6.4,4
2009,1,21,Mi,3,0,1
2009,1,22,Do,3.4,0,6
2009,1,23,Fr,7.8,22.5,5
2009,1,24,Sa,1.9,12.2,5
2009,1,25,So,3.3,0,2
2009,1,26,Mo,2.7,0,3
2009,1,27,Di,4.4,0,4
2009,1,28,Mi,1.9,0,6
2009,1,29,Do,1.3,0,8
2009,1,30,Fr,1.3,0,7
2009,1,31,Sa,0.3,0,8
2009,2,1,So,-0.4,3.9,6
2009,2,2,Mo,2.1,0,5
2009,2,3,Di,6.3,0,4
2009,2,4,Mi,6.2,0,3
2009,2,5,Do,4,3.1,4
2009,2,6,Fr,4.3,24,5
2009,2,7,Sa,3.1,9.4,6
2009,2,8,So,2.5,0.1,6
2009,2,9,Mo,4.5,2.1,6
2009,2,10,Di,8.1,3.1,6
2009,2,11,Mi,3.9,0.7,4
2009,2,12,Do,2.2,1.5,4
2009,2,13,Fr,1.4,0,1
2009,2,14,Sa,1.7,0,2
2009,2,15,So,1.2,0,1
2009,2,16,Mo,2,0,2
2009,2,17,Di,1.6,1.1,7
2009,2,18,Mi,2.4,0.1,6
2009,2,19,Do,0.8,0,3
2009,2,20,Fr,3,0,2
2009,2,21,Sa,7.2,0,1
2009,2,22,So,0.8,6,6
2009,2,23,Mo,4.7,0.5,6
2009,2,24,Di,7.1,0,3
2009,2,25,Mi,5.1,0,3
2009,2,26,Do,8.6,0,3
2009,2,27,Fr,10.8,0,2
2009,2,28,Sa,10.1,0,0
2009,3,1,So,10.1,0.1,4
2009,3,2,Mo,8.8,5.4,7
2009,3,3,Di,9.3,0,6
2009,3,4,Mi,6.9,9.8,2
2009,3,5,Do,3.8,2,6
2009,3,6,Fr,3.5,0.8,6
2009,3,7,Sa,7.1,0,1
2009,3,8,So,9,2.7,3
2009,3,9,Mo,4.9,1.5,6
2009,3,10,Di,6.7,7.9,3
2009,3,11,Mi,10.2,3.8,3
2009,3,12,Do,8.4,0,2
2009,3,13,Fr,13.2,0,2
2009,3,14,Sa,14.8,0,3
2009,3,15,So,13.6,0,3
2009,3,16,Mo,11.8,0,0
2009,3,17,Di,12.3,0,0
2009,3,18,Mi,12.9,0,0
2009,3,19,Do,12.6,0,1
2009,3,20,Fr,6.6,0,0
2009,3,21,Sa,7,0,0
2009,3,22,So,9.5,0,0
2009,3,23,Mo,13.5,0,2
2009,3,24,Di,4.5,1.3,4
2009,3,25,Mi,6.5,3.2,4
2009,3,26,Do,11.3,1.5,5
2009,3,27,Fr,14.2,0,5
2009,3,28,Sa,7.8,5.2,4
2009,3,29,So,8.5,4.4,5
2009,3,30,Mo,8.1,0,5
2009,3,31,Di,9.5,0,5
2009,4,1,Mi,11.3,0,4
2009,4,2,Do,9.8,0,6
2009,4,3,Fr,16.1,0,1
2009,4,4,Sa,16.6,0,2
2009,4,5,So,16.8,0,1
2009,4,6,Mo,19.4,0,1
2009,4,7,Di,18.6,0.2,2
2009,4,8,Mi,17,0,3
2009,4,9,Do,17.6,0,1
2009,4,10,Fr,19.2,0,0
2009,4,11,Sa,18.9,0,2
2009,4,12,So,17.4,0,2
2009,4,13,Mo,19.7,0,1
2009,4,14,Di,19.2,0,2
2009,4,15,Mi,18.6,0,2
2009,4,16,Do,9.6,9.6,4
2009,4,17,Fr,12.2,0.6,4
2009,4,18,Sa,15.5,0,2
2009,4,19,So,13.7,0,2
2009,4,20,Mo,17.3,0,2
2009,4,21,Di,20.1,0,1
2009,4,22,Mi,21.3,0,1
2009,4,23,Do,17.8,0,1
2009,4,24,Fr,14.1,0,1
2009,4,25,Sa,18.3,0,1
2009,4,26,So,15.7,0.6,2
2009,4,27,Mo,11.8,7.9,4
2009,4,28,Di,11.6,8.7,4
2009,4,29,Mi,9.9,8.4,6
2009,4,30,Do,13.6,0,2
2009,5,1,Fr,16.8,0,1
2009,5,2,Sa,20.2,0,1
2009,5,3,So,19.5,0.2,2
2009,5,4,Mo,15.4,0.1,3
2009,5,5,Di,14.3,0,2
2009,5,6,Mi,20.6,0,1
2009,5,7,Do,22,0.3,2
2009,5,8,Fr,19.1,0.9,2
2009,5,9,Sa,22.5,0.1,3
2009,5,10,So,20.9,0,2
2009,5,11,Mo,20.1,0.3,4
2009,5,12,Di,16.7,1.8,1
2009,5,13,Mi,21.2,0.1,3
2009,5,14,Do,18.9,3.2,3
2009,5,15,Fr,13.5,9.9,5
2009,5,16,Sa,20.3,0.1,2
2009,5,17,So,22,2.1,2
2009,5,18,Mo,18.6,1.6,2
2009,5,19,Di,22.2,0,1
2009,5,20,Mi,24,0,1
2009,5,21,Do,26.5,0,3
2009,5,22,Fr,26.6,0,1
2009,5,23,Sa,24.7,0,2
2009,5,24,So,30.9,0,1
2009,5,25,Mo,29.6,0,2
2009,5,26,Di,21.2,8.2,3
2009,5,27,Mi,17.9,0,3
2009,5,28,Do,20.7,0,2
2009,5,29,Fr,21.2,0,0
2009,5,30,Sa,18.1,0,1
2009,5,31,So,20.6,0,1
2009,6,1,Mo,20.9,0,1
2009,6,2,Di,23.5,0,1
2009,6,3,Mi,25,0,1
2009,6,4,Do,21.9,0,1
2009,6,5,Fr,21.9,5.9,2
2009,6,6,Sa,16,44.7,5
2009,6,7,So,18.4,2.3,4
2009,6,8,Mo,19,7.1,2
2009,6,9,Di,21.3,10.2,2
2009,6,10,Mi,NA,-,2
2009,6,11,Do,22.1,-,2
2009,6,12,Fr,21.2,0,1
2009,6,13,Sa,23.7,0,0
2009,6,14,So,29.3,1.2,3
2009,6,15,Mo,26.1,14.1,3
2009,6,16,Di,23.1,0,3
2009,6,17,Mi,22.5,0,2
2009,6,18,Do,29.3,0,2
2009,6,19,Fr,24.1,2.4,5
2009,6,20,Sa,19.8,0,2
2009,6,21,So,18,0,2
2009,6,22,Mo,17.1,0,3
2009,6,23,Di,18.9,0,2
2009,6,24,Mi,19.9,0,4
2009,6,25,Do,22.3,0,4
2009,6,26,Fr,21.1,3.5,2
2009,6,27,Sa,22.1,0.1,3
2009,6,28,So,24.8,0,1
2009,6,29,Mo,27.3,0,1
2009,6,30,Di,24.9,0,1
2009,7,1,Mi,26.5,0.4,1
2009,7,2,Do,27.1,0,1
2009,7,3,Fr,27.7,0.2,2
2009,7,4,Sa,26,0,1
2009,7,5,So,27.2,2.6,2
2009,7,6,Mo,26.7,0,3
2009,7,7,Di,20.3,16,4
2009,7,8,Mi,19.2,4.2,4
2009,7,9,Do,21.1,0,1
2009,7,10,Fr,20.5,0,2
2009,7,11,Sa,22.2,0,2
2009,7,12,So,27,0,4
2009,7,13,Mo,30.2,0,3
2009,7,14,Di,27.8,0.1,4
2009,7,15,Mi,25.7,4,2
2009,7,16,Do,28.5,5.1,2
2009,7,17,Fr,17,44.3,5
2009,7,18,Sa,15.2,4.8,6
2009,7,19,So,21.4,0,3
2009,7,20,Mo,25.8,0,2
2009,7,21,Di,28.5,0,2
2009,7,22,Mi,23.6,0.2,4
2009,7,23,Do,28.2,1.3,3
2009,7,24,Fr,26.7,0.1,3
2009,7,25,Sa,21.9,0,2
2009,7,26,So,22.9,0,0
2009,7,27,Mo,27.5,0.6,2
2009,7,28,Di,24.1,0.1,1
2009,7,29,Mi,26.4,0,1
2009,7,30,Do,24.7,0,2
2009,7,31,Fr,22.8,0,1
2009,8,1,Sa,28,0,1
2009,8,2,So,23.4,5.1,3
2009,8,3,Mo,20.1,0,4
2009,8,4,Di,23.6,0,1
2009,8,5,Mi,24.5,0,0
2009,8,6,Do,26.9,0,0
2009,8,7,Fr,28.9,0.2,1
2009,8,8,Sa,20.6,1.5,3
2009,8,9,So,24,20.7,3
2009,8,10,Mo,21.9,0.8,6
2009,8,11,Di,25,0.1,2
2009,8,12,Mi,25.2,0,1
2009,8,13,Do,26.5,0,0
2009,8,14,Fr,27.5,0,0
2009,8,15,Sa,30.1,0,0
2009,8,16,So,30.4,0,1
2009,8,17,Mo,29.9,0,1
2009,8,18,Di,29.1,0,1
2009,8,19,Mi,29.9,0,1
2009,8,20,Do,33.5,0,0
2009,8,21,Fr,24.7,2,2
2009,8,22,Sa,24.8,0,2
2009,8,23,So,23.3,0,0
2009,8,24,Mo,31.1,5.3,1
2009,8,25,Di,21.3,27.2,3
2009,8,26,Mi,21.4,3.6,2
2009,8,27,Do,26.9,0,0
2009,8,28,Fr,26.1,0,1
2009,8,29,Sa,21,0,1
2009,8,30,So,21,0,0
2009,8,31,Mo,22.9,0,0
2009,9,1,Di,27.6,13.4,2
2009,9,2,Mi,19.4,13.1,4
2009,9,3,Do,24,9.8,2
2009,9,4,Fr,18,2,2
2009,9,5,Sa,16.9,0,1
2009,9,6,So,18.5,0,0
2009,9,7,Mo,20.9,0,0
2009,9,8,Di,22,0,0
2009,9,9,Mi,22.2,0,0
2009,9,10,Do,23.1,0,0
2009,9,11,Fr,19.6,0,4
2009,9,12,Sa,19,0,6
2009,9,13,So,18.9,0,4
2009,9,14,Mo,17.6,0,1
2009,9,15,Di,15.5,0.2,3
2009,9,16,Mi,17,0.9,6
2009,9,17,Do,20.9,0,3
2009,9,18,Fr,20.1,0,5
2009,9,19,Sa,20.1,19.7,4
2009,9,20,So,18.4,2,4
2009,9,21,Mo,21.1,0,4
2009,9,22,Di,21.9,0,4
2009,9,23,Mi,21.2,0,4
2009,9,24,Do,21.4,0,2
2009,9,25,Fr,19.9,0,3
2009,9,26,Sa,18.4,0,5
2009,9,27,So,19.8,0.6,1
2009,9,28,Mo,20.8,0,0
2009,9,29,Di,21.3,0,0
2009,9,30,Mi,20.3,0,0
2009,10,1,Do,22.8,0,2
2009,10,2,Fr,19.5,0,1
2009,10,3,Sa,18.4,0,0
2009,10,4,So,19.8,0,0
2009,10,5,Mo,16.6,0.1,5
2009,10,6,Di,20.4,0,4
2009,10,7,Mi,25.8,0,4
2009,10,8,Do,16.5,16.2,4
2009,10,9,Fr,17.4,0,6
2009,10,10,Sa,17,7.1,4
2009,10,11,So,17.2,0.3,3
2009,10,12,Mo,12.3,1.6,4
2009,10,13,Di,12.9,0,1
2009,10,14,Mi,10.6,0,1
2009,10,15,Do,7,0,1
2009,10,16,Fr,10.4,0,3
2009,10,17,Sa,10,0,3
2009,10,18,So,9.4,0,2
2009,10,19,Mo,7.4,0,3
2009,10,20,Di,9.5,0,3
2009,10,21,Mi,10.7,5.3,5
2009,10,22,Do,13.5,1.8,2
2009,10,23,Fr,12.8,6,3
2009,10,24,Sa,10.3,0,4
2009,10,25,So,14.4,0,5
2009,10,26,Mo,15.4,0,2
2009,10,27,Di,13.5,0,1
2009,10,28,Mi,13.3,0,0
2009,10,29,Do,13.7,0,0
2009,10,30,Fr,9.5,0,6
2009,10,31,Sa,10.6,0,4
2009,11,1,So,10.3,1.5,4
2009,11,2,Mo,7.5,21.8,5
2009,11,3,Di,7.9,6.4,5
2009,11,4,Mi,10.3,10.6,6
2009,11,5,Do,9.5,0.7,4
2009,11,6,Fr,8.7,0.1,3
2009,11,7,Sa,6.1,6.4,6
2009,11,8,So,7.6,0,4
2009,11,9,Mo,7.6,0.4,6
2009,11,10,Di,6.5,1.3,5
2009,11,11,Mi,7.8,0,3
2009,11,12,Do,9.4,6.7,5
2009,11,13,Fr,10.7,0.2,4
2009,11,14,Sa,14.4,9.8,3
2009,11,15,So,11,2.9,5
2009,11,16,Mo,13.5,2.7,2
2009,11,17,Di,17.9,0.3,4
2009,11,18,Mi,14.5,7.4,2
2009,11,19,Do,10.5,0,5
2009,11,20,Fr,8.4,0.1,0
2009,11,21,Sa,6.9,0.2,0
2009,11,22,So,10.9,6.4,6
2009,11,23,Mo,11.2,7.9,5
2009,11,24,Di,13.1,14.6,2
2009,11,25,Mi,11.6,0,2
2009,11,26,Do,11,5.2,4
2009,11,27,Fr,9.1,0.4,3
2009,11,28,Sa,11.3,0,3
2009,11,29,So,9,11.9,4
2009,11,30,Mo,3.3,23.1,5
2009,12,1,Di,6.2,0.7,4
2009,12,2,Mi,6.2,0,3
2009,12,3,Do,6.4,3,6
2009,12,4,Fr,6.7,0,3
2009,12,5,Sa,5.2,0.3,3
2009,12,6,So,8.7,6.9,6
2009,12,7,Mo,9.1,28.3,5
2009,12,8,Di,8.9,2.9,4
2009,12,9,Mi,7.6,0,3
2009,12,10,Do,6.8,0,2
2009,12,11,Fr,7.7,0,2
2009,12,12,Sa,4.1,0,5
2009,12,13,So,1.2,0.4,8
2009,12,14,Mo,1,0,7
2009,12,15,Di,-1.2,0,8
2009,12,16,Mi,-2.2,0,8
2009,12,17,Do,-1.3,0.1,6
2009,12,18,Fr,-2.1,3.2,8
2009,12,19,Sa,-4.1,0,4
2009,12,20,So,-4.2,2.1,5
2009,12,21,Mo,1.2,4.3,6
2009,12,22,Di,10.2,24.6,2
2009,12,23,Mi,5.5,15.8,4
2009,12,24,Do,4.1,24.7,7
2009,12,25,Fr,5.4,2.7,3
2009,12,26,Sa,1.5,0,3
2009,12,27,So,4.4,0.1,2
2009,12,28,Mo,2.1,8.2,5
2009,12,29,Di,8.2,6.9,5
2009,12,30,Mi,9.8,15,5
2009,12,31,Do,9.3,5.2,5
2010,1,1,Fr,5.8,8.3,5
2010,1,2,Sa,1.1,0,2
2010,1,3,So,-1.6,0,4
2010,1,4,Mo,-1.8,3.7,7
2010,1,5,Di,-0.9,0.8,7
2010,1,6,Mi,0.6,0.1,4
2010,1,7,Do,-1.2,0,4
2010,1,8,Fr,0.1,1,6
2010,1,9,Sa,-2.2,2.3,8
2010,1,10,So,-2.9,3.8,4
2010,1,11,Mo,-1.9,0,8
2010,1,12,Di,-2,1.2,8
2010,1,13,Mi,0.8,10.2,7
2010,1,14,Do,2.6,0.2,7
2010,1,15,Fr,2.2,0,8
2010,1,16,Sa,1.6,6.5,8
2010,1,17,So,8.1,2.3,5
2010,1,18,Mo,5.4,0,2
2010,1,19,Di,3.1,0,2
2010,1,20,Mi,0.2,2.8,8
2010,1,21,Do,1.4,0,8
2010,1,22,Fr,2.5,0,7
2010,1,23,Sa,2.4,0,4
2010,1,24,So,2.4,0.1,3
2010,1,25,Mo,3.4,1,6
2010,1,26,Di,2.8,0,7
2010,1,27,Mi,-2.1,0,8
2010,1,28,Do,0.7,0,6
2010,1,29,Fr,1.8,2.8,7
2010,1,30,Sa,2.1,0,4
2010,1,31,So,-0.2,0,2
2010,2,1,Mo,-0.6,0.1,4
2010,2,2,Di,1.4,0,4
2010,2,3,Mi,7.4,0,4
2010,2,4,Do,5.3,0.1,2
2010,2,5,Fr,0.7,27.9,5
2010,2,6,Sa,0.8,3.4,6
2010,2,7,So,5.5,0,4
2010,2,8,Mo,3,0,6
2010,2,9,Di,0.4,7.8,0
2010,2,10,Mi,-0.5,0.9,6
2010,2,11,Do,-4,0,7
2010,2,12,Fr,-3.6,0.4,7
2010,2,13,Sa,-2.4,0,7
2010,2,14,So,-1.9,0,8
2010,2,15,Mo,-0.7,0,4
2010,2,16,Di,0.1,0,5
2010,2,17,Mi,2.9,3.5,4
2010,2,18,Do,8.7,2.9,5
2010,2,19,Fr,4.9,13.5,4
2010,2,20,Sa,5.4,0,6
2010,2,21,So,8.3,0.3,4
2010,2,22,Mo,12.5,1.6,3
2010,2,23,Di,8,6.2,5
2010,2,24,Mi,10.1,3.7,6
2010,2,25,Do,10.6,6.1,5
2010,2,26,Fr,7.6,11.4,5
2010,2,27,Sa,7.5,1.9,3
2010,2,28,So,12.3,4.8,5
2010,3,1,Mo,9.3,0.1,2
2010,3,2,Di,10.6,0,2
2010,3,3,Mi,5,0.7,4
2010,3,4,Do,4.3,0,4
2010,3,5,Fr,3.5,0,1
2010,3,6,Sa,2.6,0,3
2010,3,7,So,-1,0,6
2010,3,8,Mo,0,0,2
2010,3,9,Di,-1.8,0,3
2010,3,10,Mi,1.2,0,2
2010,3,11,Do,1.6,0.6,5
2010,3,12,Fr,1.6,0,4
2010,3,13,Sa,5.5,0,0
2010,3,14,So,6.6,0,2
2010,3,15,Mo,8.5,0,2
2010,3,16,Di,10.2,0,1
2010,3,17,Mi,14.6,0,0
2010,3,18,Do,16.1,0,2
2010,3,19,Fr,17.8,0,3
2010,3,20,Sa,14.1,0.2,4
2010,3,21,So,12.8,6.5,3
2010,3,22,Mo,13.5,0,3
2010,3,23,Di,15.2,0,1
2010,3,24,Mi,16.1,0,1
2010,3,25,Do,17,0,3
2010,3,26,Fr,5.3,18.8,5
2010,3,27,Sa,8.6,18.1,4
2010,3,28,So,10.1,1.1,6
2010,3,29,Mo,14.4,0,2
2010,3,30,Di,5.5,5.8,2
2010,3,31,Mi,9.1,6.1,5
2010,4,1,Do,7.2,4.2,4
2010,4,2,Fr,11.7,0,2
2010,4,3,Sa,12.8,16.4,3
2010,4,4,So,9.6,2.3,4
2010,4,5,Mo,10.6,0,1
2010,4,6,Di,12.1,0,0
2010,4,7,Mi,12.8,1.2,5
2010,4,8,Do,11.1,0,6
2010,4,9,Fr,15.2,0,3
2010,4,10,Sa,14.2,0,3
2010,4,11,So,11.1,0,1
2010,4,12,Mo,8.7,0.1,4
2010,4,13,Di,11,0,2
2010,4,14,Mi,12.9,0,1
2010,4,15,Do,9.8,0,2
2010,4,16,Fr,13.1,0,1
2010,4,17,Sa,14.2,0,0
2010,4,18,So,18.4,0,1
2010,4,19,Mo,18.5,0,1
2010,4,20,Di,15.9,0,2
2010,4,21,Mi,19.2,0,1
2010,4,22,Do,16.3,0,2
2010,4,23,Fr,16.7,0,3
2010,4,24,Sa,19.7,0,0
2010,4,25,So,22,0,1
2010,4,26,Mo,20.6,0,2
2010,4,27,Di,20.1,0,1
2010,4,28,Mi,20.8,0,0
2010,4,29,Do,25.5,0,1
2010,4,30,Fr,19.6,0.2,4
2010,5,1,Sa,15.6,5.9,4
2010,5,2,So,11.4,22.7,4
2010,5,3,Mo,13.2,1.8,4
2010,5,4,Di,11.9,0,7
2010,5,5,Mi,9,12.5,8
2010,5,6,Do,11,0,6
2010,5,7,Fr,12.1,0,3
2010,5,8,Sa,15.5,1.7,4
2010,5,9,So,12.5,5,4
2010,5,10,Mo,18.2,2.7,4
2010,5,11,Di,11.1,5.6,3
2010,5,12,Mi,16,6.2,4
2010,5,13,Do,11.2,5.9,7
2010,5,14,Fr,13.4,0,5
2010,5,15,Sa,11.9,1.1,6
2010,5,16,So,12.3,0,5
2010,5,17,Mo,13.7,0,3
2010,5,18,Di,15.2,0,1
2010,5,19,Mi,13.4,0,2
2010,5,20,Do,14.8,0,1
2010,5,21,Fr,17.6,0,3
2010,5,22,Sa,19.5,0,2
2010,5,23,So,22.6,0,0
2010,5,24,Mo,24.8,0,1
2010,5,25,Di,27.8,0,2
2010,5,26,Mi,23.9,11.1,4
2010,5,27,Do,18.5,8.4,3
2010,5,28,Fr,19.4,0,3
2010,5,29,Sa,22.2,0,3
2010,5,30,So,16.6,13.5,6
2010,5,31,Mo,17.3,4.7,3
2010,6,1,Di,16.7,0.5,3
2010,6,2,Mi,18.5,0.5,4
2010,6,3,Do,17.1,0,2
2010,6,4,Fr,19.5,0,3
2010,6,5,Sa,24.7,0,1
2010,6,6,So,27.8,0.3,4
2010,6,7,Mo,20.2,0,4
2010,6,8,Di,21.3,1.7,1
2010,6,9,Mi,23.8,0,3
2010,6,10,Do,28.1,0.9,2
2010,6,11,Fr,24.6,3.5,2
2010,6,12,Sa,19.6,0.2,6
2010,6,13,So,21.8,0,3
2010,6,14,Mo,20.4,2.4,2
2010,6,15,Di,18.8,13,7
2010,6,16,Mi,15.5,8.7,7
2010,6,17,Do,18.3,40.2,3
2010,6,18,Fr,19.1,1.8,5
2010,6,19,Sa,16.6,2.4,6
2010,6,20,So,14.9,0.2,7
2010,6,21,Mo,16.9,0,3
2010,6,22,Di,18.9,0,1
2010,6,23,Mi,20.5,0,0
2010,6,24,Do,23.2,0,0
2010,6,25,Fr,24.6,0,0
2010,6,26,Sa,25.7,0,0
2010,6,27,So,26.3,0,1
2010,6,28,Mo,27.7,0,1
2010,6,29,Di,21.4,0.9,2
2010,6,30,Mi,27.6,0,1
2010,7,1,Do,27.3,0,1
2010,7,2,Fr,31.1,0,1
2010,7,3,Sa,31,0,2
2010,7,4,So,28.1,0,2
2010,7,5,Mo,27.5,0,1
2010,7,6,Di,25.7,0,2
2010,7,7,Mi,26.4,0,0
2010,7,8,Do,30.9,0,0
2010,7,9,Fr,31.1,0,1
2010,7,10,Sa,32.3,0.1,2
2010,7,11,So,29.1,0,2
2010,7,12,Mo,33.3,0.1,1
2010,7,13,Di,29.8,0,2
2010,7,14,Mi,30.3,0,2
2010,7,15,Do,26.9,0,3
2010,7,16,Fr,30.2,0,2
2010,7,17,Sa,22.8,0,4
2010,7,18,So,24.9,0,1
2010,7,19,Mo,26.3,0,0
2010,7,20,Di,30.3,0,1
2010,7,21,Mi,31.5,0.1,1
2010,7,22,Do,23.5,4.1,3
2010,7,23,Fr,22,2.6,2
2010,7,24,Sa,19.6,0,3
2010,7,25,So,22,0,2
2010,7,26,Mo,23.4,0,3
2010,7,27,Di,23.6,-,2
2010,7,28,Mi,25.5,-,1
2010,7,29,Do,21.6,-,3
2010,7,30,Fr,21.8,-,1
2010,7,31,Sa,23.6,-,1
2010,8,1,So,30.3,-,1
2010,8,2,Mo,18,-,4
2010,8,3,Di,22.8,-,2
2010,8,4,Mi,23.5,0,1
2010,8,5,Do,15.8,9.8,6
2010,8,6,Fr,20.5,0,1
2010,8,7,Sa,21.7,0,1
2010,8,8,So,26.5,0,1
2010,8,9,Mo,24.4,0,2
2010,8,10,Di,25.7,0,2
2010,8,11,Mi,27.2,0.8,2
2010,8,12,Do,23.8,3.9,5
2010,8,13,Fr,21.6,0,3
2010,8,14,Sa,20.1,12.5,4
2010,8,15,So,14.7,9.6,5
2010,8,16,Mo,14.5,1.3,4
2010,8,17,Di,22.5,0,3
2010,8,18,Mi,19.9,0,2
2010,8,19,Do,26.1,0,3
2010,8,20,Fr,21.1,13.9,3
2010,8,21,Sa,26.2,0,1
2010,8,22,So,27.8,0,1
2010,8,23,Mo,25.5,9.9,4
2010,8,24,Di,23.7,13.3,2
2010,8,25,Mi,22.8,0,1
2010,8,26,Do,29.7,0,1
2010,8,27,Fr,23.6,9.1,2
